question_id,question,ideal_answer,topic,difficulty
NODE057,What strategies help reduce API response times in Node.js?,"Optimize database queries, implement caching, compress responses, minimize payload size, and perform asynchronous operations efficiently.",Node.js,Hard
NODE058,How should file uploads be handled securely in a Node.js application?,"Validate file types and sizes, sanitize filenames, scan uploads when appropriate, store files securely, and restrict execution permissions.",Node.js,Hard
NODE059,What factors should be considered when designing a versioned REST API?,"Maintain backward compatibility, use clear versioning, provide migration guidance, document changes, and avoid breaking existing clients.",Node.js,Hard
NODE060,How would you structure a large Node.js project for long-term maintainability?,"Organize code into modules by feature, separate controllers, services, repositories, and utilities, implement testing, use configuration management, and enforce coding standards.",Node.js,Hard
DJANGO031,What is the purpose of the INSTALLED_APPS setting in Django?,"INSTALLED_APPS lists the applications enabled in a Django project so their models, templates, management commands, and other features are available.",Django,Easy
DJANGO032,Why is the manage.py file important?,"manage.py provides a command-line utility for running administrative tasks such as migrations, creating apps, and starting the development server.",Django,Easy
DJANGO033,What is the purpose of Django models?,Models define the structure of application data and provide an object-oriented interface for interacting with the database.,Django,Easy
DJANGO034,What does the makemigrations command do?,makemigrations detects model changes and creates migration files that describe how the database schema should be updated.,Django,Easy
DJANGO035,Why is the migrate command used?,migrate applies pending migrations to create or update database tables.,Django,Easy
DJANGO036,What is the role of Django templates?,Templates generate dynamic HTML by combining static markup with data provided by views.,Django,Easy
DJANGO037,What is a Django app?,A Django app is a self-contained module that implements a specific feature and can be reused across projects.,Django,Easy
DJANGO038,Why are URL patterns defined in urls.py?,URL patterns map incoming requests to the appropriate view functions or class-based views.,Django,Easy
DJANGO039,What is the purpose of the Django admin site?,The Django admin site provides a built-in interface for managing application data and models.,Django,Easy
DJANGO040,Why should the SECRET_KEY be kept private?,The SECRET_KEY is used for cryptographic operations such as signing sessions and tokens. Exposing it can compromise application security.,Django,Easy
DJANGO041,Why are Django migrations preferred over manually modifying database tables?,"Migrations provide a version-controlled, repeatable, and reliable way to evolve the database schema.",Django,Medium
DJANGO042,What is the advantage of using class-based views?,Class-based views promote code reuse through inheritance and provide built-in functionality for common operations.,Django,Medium
DJANGO043,Why should static files and media files be handled separately?,"Static files are application assets, while media files are user uploads. Keeping them separate simplifies management and improves security.",Django,Medium
DJANGO044,What is the purpose of the Django ORM?,The Django ORM allows developers to interact with the database using Python objects instead of writing raw SQL for most operations.,Django,Medium
